브랜드,상호,창업비용
텐코인,텐에프씨,"157,400
(0.63)"
도어이스케이프,도어이스케이프,"155,700
(0.62)"
아수라발발타,아수라발발타(주),"131,500
(0.52)"
브레이크아웃 이스케이프,(주)이스케이프랩,"128,970
(0.51)"
셜록홈즈,(주)언리얼컴퍼니,"122,040
(0.49)"
정글비,정글비,"100,900
(0.40)"
평균,-,"46,602
(1.00)"
생활치킨,(주)데일리비어,"69,100
(1.48)"
코리앗치킨딜리버리,(주)디딤,"60,785
(1.30)"
고래감자탕딜리버리,(주)디딤,"42,855
(0.92)"
해장냉면,(주)디딤,"42,855
(0.92)"
육고수,(주)디딤,"42,855
(0.92)"
퀵톡,(주)아이쿱스,"38,400
(0.82)"
담꾹,(주)디엔에프씨,"29,370
(0.63)"
번개두마리찜닭,(주)디딤,"0
(0.00)"
평균,-,"163,887
(1.00)"
글라스바바안경,(주)글라스바바안경체인,"452,650
(2.76)"
눈사랑안경,(주)프렌치아이,"427,050
(2.61)"
아이에비뉴,(주)엘앤씨에비뉴,"393,800
(2.40)"
다비치안경,(주)다비치안경체인,"345,008
(2.11)"
룩옵티컬(LOOK Optical),(주)룩옵틱스,"289,500
(1.77)"
아이세이버(EYESAVER),(주)아이세이버,"258,500
(1.58)"
웨이브안경원,(주)다이안옵티칼,"256,300
(1.56)"
시호비전(SEEHO VISION),(주)시호비전,"253,500
(1.55)"
안경369,(주)글라스바바안경체인,"248,600
(1.52)"
태극안경콘택트,(주)태극안경,"238,500
(1.46)"
으뜸50안경,(주)으뜸50안경,"225,500
(1.38)"
아이데코,(주)지앤디,"212,900
(1.30)"
갤러리안경,(주)갤러리안경,"212,790
(1.30)"
"안경,진정성",(주)안경진정성,"204,800
(1.25)"
세컨페이스,(주)젬인터네셔널,"201,850
(1.23)"
아이젠트리(EYE GENTRY),아이젠트리(주),"201,000
(1.23)"
파리글라스,(주)다이안옵티칼,"195,800
(1.19)"
렌즈맨안경원,(주)다이안옵티칼,"195,800
(1.19)"
멀리바안경,아이젠트리(주),"195,500
(1.19)"
아이파인(EYE FINE),아이젠트리(주),"193,300
(1.18)"
원셀프안경콘택트,(주)원셀프안경,"190,850
(1.16)"
오렌즈,(주)스타비젼,"187,674
(1.15)"
K비젼안경,(주)케이비젼안경체인,"181,490
(1.11)"
씨채널,(주)씨채널,"172,200
(1.05)"
안경매니져,(주)안경매니져,"172,200
(1.05)"
씨채널,(주)안경매니져,"172,200
(1.05)"
아이피아,(주)안경매니져,"172,200
(1.05)"
아이비스,(주)아이비스,"170,000
(1.04)"
스펙터,(주)제이엔에프아이티씨,"169,533
(1.03)"
렌즈스토리(LENS STORY),(주)안경매니져,"166,700
(1.02)"
글라스스토리 (GLASS STORY),(주)안경매니져,"166,700
(1.02)"
으뜸플러스안경,플러스옵틱(주),"161,060
(0.98)"
안경나라,(주)토마토디앤씨,"157,200
(0.96)"
일공공일안경콘택트,(주)토마토디앤씨,"157,200
(0.96)"
씨채널(See Channel),(주)토마토디앤씨,"157,200
(0.96)"
블루페퍼(BLUE PEPPER),(주)블루페퍼,"152,000
(0.93)"
보다안경,보다안경(주),"149,400
(0.91)"
탑클래스 안경체인(TOP CLAS2),(주)탑클래스안경체인,"138,500
(0.85)"
온세일(onsail),(주)라온비젼,"135,400
(0.83)"
글라스타,(주)라온비젼,"135,400
(0.83)"
아이조아렌즈,(주)아이조아,"132,820
(0.81)"
피콜로안경원,피콜로안경,"130,600
(0.80)"
렌즈나인(LENS NINE),(주)렌즈나인,"123,790
(0.76)"
아이디어(Eyedear),(주)상상,"122,100
(0.75)"
E안경(이안경),(주)이안경,"120,250
(0.73)"
라운드2(ROUND2),(주)프렌티스,"118,300
(0.72)"
JINY's(지니스),(주)지니스안경체인,"107,822
(0.66)"
글라스월드,(주)글라스월드,"93,700
(0.57)"
렌즈타운,코코엘,"93,430
(0.57)"
글라스스토어,(주)글라스스토리안경,"88,800
(0.54)"
글라스스토리,(주)글라스스토리안경,"88,800
(0.54)"
눈애편안,(주)상상,"73,700
(0.45)"
렌즈미,(주)렌즈미,"70,200
(0.43)"
글라스박스(GLASSBOX),(주)글라스박스,"69,711
(0.43)"
렌즈스토리,(주)글라스스토리안경,"64,900
(0.40)"
I Love Lens (아이러브렌즈),(주)글라스스토리안경,"64,900
(0.40)"
렌즈디바,(주)메인코리아,"62,400
(0.38)"
글라스미,(주)렌즈미,"43,410
(0.26)"
안경창고킹싸군,(주)이엔비코퍼레이션,"10,500
(0.06)"
바라보다,(주)유아이글라스,"10,000
(0.06)"
아이패밀리,(주)이엔비코퍼레이션,"3,000
(0.02)"
안경박사,(주)안경박사,"110
(0.00)"
평균,-,"51,930
(1.00)"
워시테리아,(주)스마트워시,"162,109
(3.12)"
워시아워(WASHHOUR),(주)클린스퀘어인터내셔널,"138,870
(2.67)"
크린캐츠세탁프리,(주)조이박스,"137,860
(2.65)"
클린 샘,샘랩(주),"125,448
(2.42)"
크린토피아,(주)크린토피아,"121,183
(2.33)"
위니아24크린샵,(주)위니아에이드,"115,000
(2.21)"
월드크리닝,(주)월드크리닝,"112,850
(2.17)"
크린업24 빨래방,(주)유니룩스,"89,000
(1.71)"
프로세탁러,찬스바이찬(주),"87,200
(1.68)"
세탁풍경,세탁풍경,"79,780
(1.54)"
새로산운동화,새로산운동화프랜차이즈,"51,084
(0.98)"
크린시아,크린시아,"38,250
(0.74)"
신데렐라,(주)씨엘피코리아,"36,650
(0.71)"
크렌즈갤러리,(주)크린에이드,"27,600
(0.53)"
하얀크리닝,하얀크리닝,"23,150
(0.45)"
세탁마을,엘림씨엔씨,"22,800
(0.44)"
백마크리닝T,(주)백마크리닝티,"21,700
(0.42)"
백마크리닝S,(주)백마크리닝S,"21,700
(0.42)"
백마크리닝R,(주)백마크리닝R,"21,700
(0.42)"
백마크리닝,백마크리닝,"21,700
(0.42)"
크린에이드,(주)크린에이드,"19,600
(0.38)"
최정민과함께하는 크리닝마스터,크리닝마스터,"17,850
(0.34)"
크린플러스,(주)크린플러스,"17,000
(0.33)"
하이크리닝,하이크리닝협동조합,"16,300
(0.31)"
월드크린,(주)월드크린,"14,200
(0.27)"
테라스크린,(주)테라스크린,"13,550
(0.26)"
세탁쇼,(주)차렸다,"13,450
(0.26)"
세탁을위한사람들,(주)유성,"12,950
(0.25)"
크린위드,(주)월드씨앤에프,"12,500
(0.24)"
참좋은세탁소,(주)민트크린,"10,500
(0.20)"
화이트크리닝,화이트크리닝,"6,320
(0.12)"
평균,-,"11,516
(1.00)"
통인익스프레스,(주)통인익스프레스,"23,920
(2.08)"
케이지비(KGB),케이지비(주),"18,085
(1.57)"
드림하이 익스프레스,디에이치익스프레스(주),"7,480
(0.65)"
예스2404,케이지비(주),"6,990
(0.61)"
예스2424,예스2424(주),"6,435
(0.56)"
Ycap,예스2424(주),"6,190
(0.54)"
평균,-,"19,819
(1.00)"
다트,다트쉐어링(주),"170,500
(8.60)"
인익스프레스(INXPRESS),(주)인익스프레스코리아,"22,000
(1.11)"
마카롱택시,(주)케이에스티모빌리티,"1,331
(0.07)"
토마토모빌리티,(주)리라소프트,"1,320
(0.07)"
코리아 택시(KOREA TAXI),(주)리싱,"715
(0.04)"
반반택시,(주)코나투스,"649
(0.03)"
우버택시(Uber Taxi),우버코리아테크놀로지(유),"600
(0.03)"
카카오T블루,(주)디지티모빌리티,"440
(0.02)"
아이엠(i.M),㈜진모빌리티,"440
(0.02)"
유모스탭(UMOS TAP),(주)코드42,"203
(0.01)"
인천콜,(주)스마트인천콜,"0
(0.00)"
로카(LOCAR),(주)스타릭스,"0
(0.00)"
나비콜,(주)나비콜,"0
(0.00)"
세븐콜,(주)세븐콜택시,"0
(0.00)"
평균,-,"183,265
(1.00)"
도그베이,(주)애견컴퍼니,"1,865,400
(10.18)"
어라운드펫,(주)케이앤피어라운드(K&PAROUND),"527,140
(2.88)"
온누리동물병원,(주)온누리펫,"251,466
(1.37)"
아이러브펫동물병원,(주)위즈펫,"228,470
(1.25)"
위즈펫동물병원,(주)위즈펫,"227,500
(1.24)"
털로덮인친구들,주식화사반려동물,"205,000
(1.12)"
이리온,우리와(주),"161,000
(0.88)"
렙타일정글,렙타일정글(ReptileJungle),"128,200
(0.70)"
겟풀(GETPOOL),(주)탐앤탐스,"123,663
(0.67)"
미어캣파크,(주)더만듦,"116,740
(0.64)"
비쇼네,씨케이컴퍼니,"111,700
(0.61)"
러브펫멀티펫샵,(주)러브펫코리아,"104,563
(0.57)"
쿨펫동물병원,(주)쿨펫,"99,740
(0.54)"
폴리파크,(주)포파코,"97,300
(0.53)"
폴리파크플러스,(주)포파코,"97,300
(0.53)"
라이프독,라이프독,"68,670
(0.37)"
야옹아멍멍해봐,(주)야옹아멍멍해봐,"65,010
(0.35)"
서울퍼피,서울퍼피,"62,500
(0.34)"
유;폴(U;POL),유폴,"61,170
(0.33)"
낭만고양이,낭만고양이본점,"58,100
(0.32)"
리츠펫(ritzpet),(주)바바코리아,"57,010
(0.31)"
올리스,올리스24,"55,299
(0.30)"
마이리틀프렌드,(주)마이리틀프렌드,"55,290
(0.30)"
퍼피솔루션,모들카페,"53,700
(0.29)"
야옹아놀자,야옹아놀자,"34,950
(0.19)"
반생,(주)밸리스,"16,000
(0.09)"
브이케어,주식히사펫닥,"15,300
(0.08)"
평균,-,"93,167
(1.00)"
파란문약국,(주)파란문약국프랜차이즈,"176,800
(1.90)"
메디팜,"메디팜(주)(MEDIPHARMCO.,LTD)","142,300
(1.53)"
온누리약국,(주)온누리에이치엔씨,"36,500
(0.39)"
옵티마,(주)옵티마케어,"17,070
(0.18)"
평균,-,"30,086
(1.00)"
시니어스초이스(Seniors Choice),(주)시니어케어24,"74,800
(2.49)"
시니어케어24(Senior Care24),(주)시니어케어24,"74,800
(2.49)"
해피케어,(주)해피케어,"42,956
(1.43)"
위드맘케어,(주)위드맘케어,"35,200
(1.17)"
이레아이맘,이레아이맘평생교육원,"33,105
(1.10)"
도담도담 산후도우미,도담도담맘&베이비홈케어,"29,500
(0.98)"
덤인,(주)덤인,"27,600
(0.92)"
참사랑어머니회산후도우미,(주)참사랑씨앤이,"25,300
(0.84)"
닥터맘 산모도우미,닥터맘앤닥터베베,"24,000
(0.80)"
해와달출장산후조리,(본점)해와달출장산후조리,"23,500
(0.78)"
위더스산후케어,위더스산후케어,"21,020
(0.70)"
봄빛베스트,봄빛베스트,"20,000
(0.66)"
엔젤스맘,엔젤스맘,"18,700
(0.62)"
참사랑어머니회베이비시터,(주)참사랑씨앤이,"15,300
(0.51)"
참사랑그린가가정관리사,(주)참사랑씨앤이,"12,300
(0.41)"
조은맘,조은맘산후도우미,"3,302
(0.11)"
평균,-,"128,176
(1.00)"
머큐어(Mercure),(주)에이에이호텔매니지먼트,"1,530,000
(11.94)"
행복한요양원,(주)실버킹,"758,560
(5.92)"
모컴 플렉스,(주)모컴테크,"742,900
(5.80)"
오셀라스(OCELAS),(주)씨엠에이인터내셔널,"696,500
(5.43)"
별밤지기,(주)한음,"490,300
(3.83)"
비지팅엔젤스요양시설,(주)비지팅엔젤스코리아,"457,600
(3.57)"
디아망,㈜네오플레너스,"441,570
(3.45)"
르호봇,(주)르호봇비즈니스인큐베이터,"432,800
(3.38)"
인스&슬라임,(주)더캠트사업본부,"408,760
(3.19)"
사랑마루,(주)사랑마루,"395,600
(3.09)"
아리아케어 주야간보호센터,(주)아리아케어코리아,"379,955
(2.96)"
아리아케어 주야간보호센터,(주)아리아케어코리아,"379,955
(2.96)"
아리아케어 주야간보호센터,(주)아리아케어코리아,"379,955
(2.96)"
아리아케어 주야간보호센터,(주)아리아케어코리아,"379,955
(2.96)"
타다,브이씨엔씨(주),"375,000
(2.93)"
토즈(TOZ),(주)피투피시스템즈,"371,300
(2.90)"
젠요가,(주)젠요가,"350,000
(2.73)"
이스케이프탑,(주)이스케이프탑,"326,800
(2.55)"
타임유 스터디카페,타임유,"321,200
(2.51)"
아카데미라운지,아카데미라운지(주),"302,000
(2.36)"
다다르다,(주)다다르다,"279,780
(2.18)"
크라스플러스(cras+),(주)굿디자인플랜,"279,000
(2.18)"
영영키친,(주)영영키친,"277,000
(2.16)"
우리함께 주간보호센터,(주)마이아이덴티티,"274,890
(2.14)"
베이비파스텔스튜디오,㈜파스텔,"267,300
(2.09)"
다짐,덴포스타,"261,300
(2.04)"
더놀다,슬라임더놀다,"255,044
(1.99)"
더라이브러리 The Library,(주)더라이브러리,"252,500
(1.97)"
만화카페 벌툰,(주)아이센스에프앤비,"240,930
(1.88)"
키즈카페릴리펏(Lilliput),(주)릴리펏,"240,350
(1.88)"
키네스성장센터,(주)키네스,"240,000
(1.87)"
수파두파,투플레이컴퍼니(주),"234,440
(1.83)"
소마드로잉카페,(주)놀숲,"231,600
(1.81)"
CHOSIM(초심),(주)아이센스티앤씨,"229,498
(1.79)"
바로연,(주)바로연결혼정보,"227,700
(1.78)"
골든스터디카페,(주)에이치제이리치컴퍼니,"224,500
(1.75)"
지투존(G2ZONE),(주)글로벌이노베이션,"224,400
(1.75)"
씨엔티 스터디센터,씨엔티테크(주),"221,900
(1.73)"
온맘터치 주야간보호센터,온맘터치협동조합,"221,100
(1.72)"
더공간스터디카페,(주)더공간,"220,800
(1.72)"
독고,(주)한음,"219,700
(1.71)"
노벨스터디카페,(주)포메이션투,"218,075
(1.70)"
놀숲,(주)놀숲,"216,200
(1.69)"
별하라운지,(주)별하,"215,900
(1.68)"
하우스터디,(주)하우스터디,"214,500
(1.67)"
북앤빅뱅,북앤빅뱅(주),"211,000
(1.65)"
이제마스터디카페,제로쉐도우(주),"208,900
(1.63)"
온맘터치요양원,온맘터치협동조합,"206,800
(1.61)"
로웰클래스,(주)지알씨앤비인터내셔널,"206,500
(1.61)"
점핑몬스터,(주)루치아컴퍼니,"206,300
(1.61)"
마스터키,(주)엠케이컴퍼니,"206,300
(1.61)"
캔두스터디카페,캔두스터디카페가맹사업점,"203,600
(1.59)"
HENZ music studio(헨즈뮤직스튜디오),헨즈(HENZ),"203,500
(1.59)"
젤리죔죔,(주)씨와이에프앤씨,"203,500
(1.59)"
그루스터디센터,(주)루센트,"203,100
(1.58)"
코인락스타노래연습장,(주)라이온에프지,"202,940
(1.58)"
이룸스터디카페,(주)이룸센터,"202,100
(1.58)"
작심스페이스,(주)아이엔지스토리,"199,100
(1.55)"
플랜A,(주)아지오디자인,"198,800
(1.55)"
작심스터디카페,(주)아이엔지스토리,"198,600
(1.55)"
이루리디자인연구소,이루리한복,"198,300
(1.55)"
웰킨두피탈모센터,(주)코비스타,"197,800
(1.54)"
멘토즈,(주)공간몬스터,"197,700
(1.54)"
르하임스터디카페,(주)르하임,"197,000
(1.54)"
콩툰만화카페,(주)훌륭,"195,250
(1.52)"
하운스스터디카페,하운스스터디카페가맹본부,"194,150
(1.51)"
쉼스파,(주)씨엠에이인터내셔널,"192,600
(1.50)"
예찬365일데이케어,예찬아이엔씨,"188,400
(1.47)"
작심,(주)아이엔지스토리,"188,100
(1.47)"
슈퍼스타트,(주)슈퍼스타트,"187,100
(1.46)"
북카페심심푸리,(주)비에스에프앤비,"186,800
(1.46)"
박스풀(BOXFUL),(주)박스풀,"186,100
(1.45)"
카페24창업센터,카페24(주),"185,315
(1.45)"
거북이의기적,(주)거북이의기적,"184,283
(1.44)"
셰프와친구들,(주)나은솔루션,"182,600
(1.42)"
엔아르케(EN ARCHE),엔아르케스터디센터,"181,500
(1.42)"
티앤북스(TEANBOOKS),(주)플랜비커뮤니케이션,"180,780
(1.41)"
커피랑도서관,커피랑도서관(주),"177,700
(1.39)"
커피랑도서관,커피랑도서관(주),"177,700
(1.39)"
봉봉키즈,(주)봉봉코리아,"176,600
(1.38)"
게이트 스터디카페(Gate Study Cafe),(주)팀에프지,"175,500
(1.37)"
통툰,(주)함백아이엔씨,"175,450
(1.37)"
화이트펜슬(white pencil),(주)네오플레너스,"174,400
(1.36)"
스터디카페 반(Vän),(주)스페이스반,"173,800
(1.36)"
어라운드스터디카페(A.round study cafe),(주)어라운드에이치큐(HQ),"173,800
(1.36)"
아띠앙쥬(ATTIANGE),(주)아이윈,"172,500
(1.35)"
오감키즈카페 꼼지락,꼼지락,"170,500
(1.33)"
더킹 스터디카페(THE KING STUDY CAFE),(주)티앤지에프씨,"169,950
(1.33)"
공간샘스터디카페,샘랩(주),"167,750
(1.31)"
스페이스 샘,샘랩(주),"167,750
(1.31)"
바짝,티디아이(주),"166,700
(1.30)"
리게인스터디카페,(주)함백아이엔씨,"159,500
(1.24)"
헬로스마일(HELLOSMILE),(주)헬로스마일,"159,500
(1.24)"
포텐스터디카페,포텐스터디카페(4TEN),"159,500
(1.24)"
슈가맨워크,㈜슈가맨워크,"159,320
(1.24)"
힐링엔젤스,(주)에이치에이엔,"157,625
(1.23)"
코인몬스터,(주)맥스원이링크,"157,400
(1.23)"
INTO STUDY PLACE(인토스터디플레이스),(주)인토에스디,"157,300
(1.23)"
열공다방스터디카페,(주)헤이제이,"157,000
(1.22)"
엔젤스 코인노래연습장,(주)유니어스에프엔씨,"155,272
(1.21)"
오락카페,(주)패밀리존,"154,100
(1.20)"
카피카피룸룸,서울디지털인쇄협동조합,"154,000
(1.20)"
하우스터디스터디카페,(주)하우스터디,"154,000
(1.20)"
공부인 스터디카페,공부인스터디카페가맹본부,"153,492
(1.20)"
허그맘허그인,(주)허그맘허그인심리상담센터,"153,100
(1.19)"
탑플라이트 스터디카페,탑플라이트(주),"151,415
(1.18)"
스터디카페공간,(주)하드투포겟공간,"150,455
(1.17)"
공본스터디카페,(주)공본,"149,100
(1.16)"
오리진스터디카페24,(주)선디자인팩토리,"148,050
(1.16)"
쉬운 운동〔Medi&Healing〕P.T Club,요가,"145,300
(1.13)"
더베스트,㈜더베스트,"145,200
(1.13)"
셀독24스터디카페,(주)셀독24,"144,545
(1.13)"
지니24스터디카페,지니24스터디카페,"143,600
(1.12)"
비지팅엔젤스 주야간보호,(주)비지팅엔젤스코리아,"143,200
(1.12)"
홀릭스터디카페,홀릭스터디카페,"143,000
(1.12)"
뮤피아,(주)뮤피아엔터테인먼트,"142,600
(1.11)"
크라이오존,(주)크라이오존,"142,384
(1.11)"
셀디(SELDY),(주)셀디,"139,700
(1.09)"
토즈스터디카페,(주)피투피시스템즈,"138,850
(1.08)"
점프노리키즈카페,(주)아이윈엔터프라이즈,"138,400
(1.08)"
미가람스터디카페,(주)목경,"135,000
(1.05)"
케이팝스타코인노래방,(주)태진전자시스템,"133,300
(1.04)"
스크린만화방,(주)모컴테크,"132,900
(1.04)"
기본스터디카페,(주)트리시스,"131,600
(1.03)"
비즈온,비즈앤택스(주),"130,875
(1.02)"
엠브레스 마인드 심리상담센터,(주)엠브레스심리연구소,"130,700
(1.02)"
비허밍스터디카페,(주)패스네이트,"128,700
(1.00)"
와이드스터디카페,와이드스터디카페,"127,500
(0.99)"
키즈닥터,키즈닥터코리아(주),"127,050
(0.99)"
더하노이풋앤바디,(주)더하노이,"126,800
(0.99)"
올라라이브러리(holalibrary),(주)올라라이브러리,"126,640
(0.99)"
모던필라테스 대구경북지부,(주)모던필라테스,"124,300
(0.97)"
퍼스트클레스,(주)더퍼스트클레스,"123,460
(0.96)"
더풋샵(THE FOOT SHOP),(주)더풋샵컴퍼니,"122,800
(0.96)"
딜웨이 키즈라이더,(주)딜웨이홀딩스,"122,600
(0.96)"
케어앤로 상담센터,(주)케어앤로,"121,330
(0.95)"
성수미술관,성수미술관,"120,250
(0.94)"
이노티안경,(주)이노티,"119,900
(0.94)"
스터디박스,집중스터디카페,"118,450
(0.92)"
내맘엔심리상담,(주)마인드엔(MindN),"116,950
(0.91)"
아하데이스파(AHA DAY S.P.A.),(주)아하웰니스,"114,664
(0.89)"
한양아이소리,(주)한양아이소리,"113,000
(0.88)"
힐앤힐(HILL&HEEL),(주)힐앤힐,"112,300
(0.88)"
미스터힐링,(주)미스터즈,"107,370
(0.84)"
올라스터디카페,(주)올라,"105,400
(0.82)"
위넌스터디카페,(주)위넌,"104,420
(0.81)"
디바인핸즈,디바인핸즈,"104,000
(0.81)"
히어로키즈파크,(주)히어로키즈파크,"103,000
(0.80)"
서당 스터디라운지,(주)서당,"97,800
(0.76)"
리 에스테틱,리에스테틱&스파,"95,400
(0.74)"
폰케이스몰,(주)씨엠,"93,500
(0.73)"
디엘 프렌즈(diel friends),(주)디엘홀딩스,"93,169
(0.73)"
파티수,파티수,"92,750
(0.72)"
데일리스터디카페,(주)데일리스페이스,"89,760
(0.70)"
유해피심리상담센타,유해피,"87,500
(0.68)"
스터디 위드,(주)위드,"84,600
(0.66)"
쇼쿠지,(주)이움,"84,400
(0.66)"
에이지너리14,(주)심플맨,"82,989
(0.65)"
에듀하임,넥스큐브코퍼레이션(주),"82,300
(0.64)"
빛나 스터디카페,(주)글로리어스,"81,890
(0.64)"
바이이연,이연,"77,900
(0.61)"
HR인(에이치알인),(주)에이치알심리상담센터,"77,220
(0.60)"
프린트카페(Print cafe),(주)잉크와오피스,"76,700
(0.60)"
플레이(pley),(주)플리스터,"75,670
(0.59)"
성공스터디카페,성공스터디카페,"74,800
(0.58)"
아띠,아띠,"74,700
(0.58)"
아나덴,(주)르하임비앤에스,"73,930
(0.58)"
알지오,(주)알지오,"72,320
(0.56)"
빚다도예공방,빚다,"72,175
(0.56)"
심리카페멘토,(주)느린마을멘토,"70,600
(0.55)"
21세기하우징,(주)21세기하우징,"70,300
(0.55)"
그레이슈가링,그레이슈가링,"67,550
(0.53)"
슬라임 팡팡,(주)착한유통,"63,500
(0.50)"
비앤아이(BNI),(주)BNI코리아,"63,250
(0.49)"
바니슬라임,멜랑바니,"62,370
(0.49)"
멜랑바니,멜랑바니,"62,370
(0.49)"
셀프와인,(주)정우인터내셔널,"62,200
(0.49)"
골프N커스텀,(주)커스텀엑스,"60,310
(0.47)"
짱오락실,(주)짱,"58,900
(0.46)"
참손길,참손길공동체협동조합,"58,599
(0.46)"
머니박스(MoneyBox),(주)머니박스,"58,300
(0.45)"
빅뱅,북앤빅뱅(주),"57,700
(0.45)"
스타간판,스타간판,"55,328
(0.43)"
포토이즘,포토이즘,"54,300
(0.42)"
셀픽스(Selpix),지에스테크니컬,"52,250
(0.41)"
블록피아,(주)블록피아교육,"50,050
(0.39)"
아이에이이유학네트,에듀하우스(주),"50,000
(0.39)"
어드벤처피아노,(주)에듀프라임,"50,000
(0.39)"
아이미래로,미래앤꿈,"47,344
(0.37)"
스마트데이터복구,(주)스마트데이터복구에스디알,"46,800
(0.37)"
메리메이드,(주)메리메이드코리아,"46,750
(0.36)"
우리두리아동발달센터,우리두리아동발달센터,"45,000
(0.35)"
클린보이,씨비케이엔터프라이즈(주),"44,000
(0.34)"
주니아빠,관우홈케어,"44,000
(0.34)"
"파티, 하라","파티,하라","44,000
(0.34)"
비지팅엔젤스,(주)비지팅엔젤스코리아,"41,800
(0.33)"
배달커피,(주)비디컴퍼니,"41,600
(0.32)"
올나노,(주)아이메이드,"40,500
(0.32)"
살롱드비숑,비손비격,"40,000
(0.31)"
올더카,올더카,"39,000
(0.30)"
가방수선하는남자,가방수선하는남자,"38,450
(0.30)"
코코리(COCORY),(주)코코리색채연구소,"37,400
(0.29)"
반딧불이,(주)이지코퍼레이션,"36,850
(0.29)"
샤인나노케어,샤인나노,"34,200
(0.27)"
해피헬퍼,(주)해피케어,"31,965
(0.25)"
아리아케어 방문요양센터,(주)아리아케어코리아,"31,900
(0.25)"
아리아케어 방문요양센터,(주)아리아케어코리아,"31,900
(0.25)"
아리아케어 방문요양센터,(주)아리아케어코리아,"31,900
(0.25)"
아리아케어 방문요양센터,(주)아리아케어코리아,"31,900
(0.25)"
휴먼디자인,에이치디건설협동조합,"31,450
(0.25)"
핸디맨닥터,(주)핸디맨닥터,"31,350
(0.24)"
하트맘케어(Heartmamcare),하트맘케어,"30,653
(0.24)"
휴렉(HULEC),(주)휴렉,"30,140
(0.24)"
예스홈,(주)예솜,"29,800
(0.23)"
촘촘망,(주)텍스토머,"28,650
(0.22)"
다시옷,(주)살림,"28,500
(0.22)"
반딧불이 홈케어 서비스,(주)이지코퍼레이션,"27,610
(0.22)"
수피아벌룬,수피아벌룬,"27,230
(0.21)"
버그헌터119,버그헌터119,"27,200
(0.21)"
포니모니뮤지컬,(주)포니모니뮤직,"27,050
(0.21)"
산모피아,(주)산모피아,"27,000
(0.21)"
황금빗자루,황금빗자루,"26,760
(0.21)"
국민로또,(주)국민네트웍스,"26,300
(0.21)"
우리로또,(주)국민네트웍스,"26,300
(0.21)"
화이트셀프빨래방,인화이트,"25,200
(0.20)"
마더앤베이비,웰니스인텔리전스(주),"25,100
(0.20)"
신선식탁,(주)신선식탁,"25,000
(0.20)"
빨간거 짱구네 하얀거,레시피랩짱구,"25,000
(0.20)"
큐룸,상생,"24,905
(0.19)"
에스엠천사,(주)에스엠천사,"24,860
(0.19)"
이사시대,㈜이사시대,"24,140
(0.19)"
칼라시대(COLORSIDAE),(주)칼라시대,"23,200
(0.18)"
다지음,(주)다지음,"23,100
(0.18)"
닥터스케일,와우인터내셔널(닥터스케일),"23,030
(0.18)"
바콤119,(주)바콤,"22,800
(0.18)"
친정맘산후도우미,친정맘산후도우미,"22,000
(0.17)"
해피베이비,(주)해피비즈라이프,"21,500
(0.17)"
벌레잡는 총각들,(주)벌레잡는총각들,"21,300
(0.17)"
우렁각시,라이프매직케어협동조합,"20,920
(0.16)"
온맘터치 방문요양,온맘터치협동조합,"20,900
(0.16)"
오케타니,(주)닥터조앤리,"20,872
(0.16)"
크린파트너,크린파트너본사,"20,000
(0.16)"
루쏘소,(주)루쏘소에프앤에프,"19,300
(0.15)"
GDF (지디에프),광주디자인협동조합,"17,940
(0.14)"
홈버틀러,(주)통인에이치앤씨,"17,700
(0.14)"
크리니트,(주)크리니트,"17,600
(0.14)"
아침의 부엌,아침의부엌,"17,400
(0.14)"
따르릉,(주)따르릉통신,"16,600
(0.13)"
봄소리산후도우미,봄소리산후도우미,"16,500
(0.13)"
하나방역,하나방역,"16,300
(0.13)"
에코퓨리,(주)상상한자리,"15,658
(0.12)"
ScentOn(센트온),(주)센트온,"15,400
(0.12)"
드론군단아카데미,드론군단협동조합,"15,400
(0.12)"
아리엘키퍼,아리엘협동조합,"15,400
(0.12)"
방구방역,방구방역,"15,390
(0.12)"
브레인트레이닝상담센터,(주)브레인트레이닝센터,"15,000
(0.12)"
드림앤가(드림&가),드림가,"14,300
(0.11)"
컴앤픽스,인터베이스,"14,200
(0.11)"
리틀 뮤아센,(주)아임갤러리,"13,485
(0.11)"
드론군단,프리헬리캠,"13,200
(0.10)"
심쿵피어싱,심쿵피어싱,"13,000
(0.10)"
크린빌세탁,크린빌세탁,"12,855
(0.10)"
벨킨스(VELKINS),(주)벨킨스,"12,760
(0.10)"
프레쉬 스터디카페,(주)프레쉬,"12,700
(0.10)"
프로터치,제일종합관리서비스(주),"12,000
(0.09)"
벌룬프로젝트,(주)벌룬프로젝트스튜디오,"12,000
(0.09)"
클린앤제이,(주)클린앤제이,"11,500
(0.09)"
스포키즈,(주)아이오로라,"11,030
(0.09)"
바이오미스트,(주)바이오미스트테크놀로지,"11,000
(0.09)"
모혜성산후도우미,(주)모혜성,"11,000
(0.09)"
바소카페,바소,"10,800
(0.08)"
개미인력개발,개미인력개발(주),"10,700
(0.08)"
인스케어,(주)인스케어코어,"10,360
(0.08)"
트리플에이커피,(주)트리플컴퍼니,"9,700
(0.08)"
푼양이김치찌개,피와이아이푸드,"9,700
(0.08)"
십리향,풍(십리향),"9,700
(0.08)"
깔끄미계단,(주)깔끄미크린하우스,"8,690
(0.07)"
피자스톰,이엠씨에프앤비,"8,600
(0.07)"
왁싱랩,왁싱랩코리아,"8,480
(0.07)"
